"Memory partial write bandwidth 536.87",7069.58
"Memory partial write bandwidth 1073.74",7142.09
"Memory partial write bandwidth 2147.48",6999.00
"Memory partial read/write bandwidth 0.000512",22320.95
"Memory partial read/write bandwidth 0.001024",22322.34
"Memory partial read/write bandwidth 0.002048",22321.04
"Memory partial read/write bandwidth 0.004096",22324.09
"Memory partial read/write bandwidth 0.008192",22324.16
"Memory partial read/write bandwidth 0.016384",22318.85
"Memory partial read/write bandwidth 0.032768",22321.53
"Memory partial read/write bandwidth 0.065536",22308.34
"Memory partial read/write bandwidth 0.131072",22282.72
"Memory partial read/write bandwidth 0.262144",21250.99
"Memory partial read/write bandwidth 0.524288",15450.90
"Memory partial read/write bandwidth 1.05",15060.34
"Memory partial read/write bandwidth 2.10",15046.83
"Memory partial read/write bandwidth 4.19",15065.75
"Memory partial read/write bandwidth 8.39",11742.58
"Memory partial read/write bandwidth 16.78",6741.45
"Memory partial read/write bandwidth 33.55",6836.68
"Memory partial read/write bandwidth 67.11",6907.05
"Memory partial read/write bandwidth 134.22",6887.20
"Memory partial read/write bandwidth 268.44",6893.21
"Memory partial read/write bandwidth 536.87",6821.31
"Memory partial read/write bandwidth 1073.74",6814.55
"Memory partial read/write bandwidth 2147.48",6729.18
"./lmbench",418
"./lmbench",419
"size=0k ovr=0.58 2",3.18
"size=0k ovr=0.58 4",3.92
"size=0k ovr=0.58 8",3.69
"size=0k ovr=0.58 16",4.50
"size=0k ovr=0.58 24",4.45
"size=0k ovr=0.58 32",5.40
"size=0k ovr=0.58 64",4.47
"size=0k ovr=0.58 96",4.38
"size=4k ovr=0.96 2",3.06
"size=4k ovr=0.96 4",3.26
"size=4k ovr=0.96 8",3.96
"size=4k ovr=0.96 16",3.19
"size=4k ovr=0.96 24",4.40
"size=4k ovr=0.96 32",4.50
"size=4k ovr=0.96 64",4.95
"size=4k ovr=0.96 96",5.05
"size=8k ovr=1.26 2",5.62
"size=8k ovr=1.26 4",4.56
"size=8k ovr=1.26 8",4.17
"size=8k ovr=1.26 16",3.96
"size=8k ovr=1.26 24",3.78
"size=8k ovr=1.26 32",4.68
"size=8k ovr=1.26 64",5.00
"size=8k ovr=1.26 96",4.86
"size=16k ovr=1.87 2",3.15
"size=16k ovr=1.87 4",3.70
"size=16k ovr=1.87 8",4.18
"size=16k ovr=1.87 16",4.23
"size=16k ovr=1.87 24",4.73
"size=16k ovr=1.87 32",4.63
"size=16k ovr=1.87 64",4.22
"size=16k ovr=1.87 96",4.05
"size=32k ovr=3.16 2",3.09
"size=32k ovr=3.16 4",3.35
"size=32k ovr=3.16 8",4.17
"size=32k ovr=3.16 16",4.33
"size=32k ovr=3.16 24",4.42
"size=32k ovr=3.16 32",4.30
"size=32k ovr=3.16 64",4.38
"size=32k ovr=3.16 96",4.41
"size=64k ovr=5.70 2",3.26
"size=64k ovr=5.70 4",3.67
"size=64k ovr=5.70 8",4.82
"size=64k ovr=5.70 16",5.82
"size=64k ovr=5.70 24",6.11
"size=64k ovr=5.70 32",5.38
"size=64k ovr=5.70 64",5.78
"size=64k ovr=5.70 96",6.13
"./lmbench",479
