"Iteration", "Perturbation", "Bytes","Throughput (Mbps)","Time (s)"
5,5,65533,31228.858049,0.00001601
5,5,65536,31094.666588,0.00001608
5,5,65539,31240.119549,0.00001601
5,5,98301,38608.994669,0.00001942
5,5,98304,39478.184144,0.00001900
5,5,98307,39534.187917,0.00001897
5,5,131069,42025.916561,0.00002379
5,5,131072,42821.585669,0.00002335
5,5,131075,42888.713560,0.00002332
5,5,196605,47249.606238,0.00003175
5,5,196608,47267.879126,0.00003173
5,5,196611,47207.630536,0.00003178
5,5,262141,50215.561847,0.00003983
5,5,262144,52633.251875,0.00003800
5,5,262147,52588.991593,0.00003803
5,5,393213,52902.045758,0.00005671
5,5,393216,53856.670194,0.00005570
5,5,393219,53783.435579,0.00005578
5,5,524285,53435.591964,0.00007486
5,5,524288,55749.366413,0.00007175
5,5,524291,55673.602151,0.00007185
5,5,786429,57550.812037,0.00010426
5,5,786432,56589.230165,0.00010603
5,5,786435,56792.533262,0.00010565
5,5,1048573,58048.977323,0.00013781
5,5,1048576,58506.895736,0.00013674
5,5,1048579,58489.051727,0.00013678
5,5,1572861,59560.104654,0.00020148
5,5,1572864,59556.925526,0.00020149
5,5,1572867,59614.861905,0.00020129
5,5,2097149,60629.661862,0.00026390
5,5,2097152,60070.308370,0.00026635
5,5,2097155,60175.863818,0.00026589
5,5,3145725,59803.448276,0.00040131
5,5,3145728,54989.616329,0.00043645
5,5,3145731,54952.199886,0.00043674
5,5,4194301,45715.988912,0.00069997
5,5,4194304,44457.988491,0.00071978
5,5,4194307,44553.956038,0.00071823
5,5,6291453,36397.176120,0.00131878
5,5,6291456,36040.119008,0.00133185
5,5,6291459,35894.276219,0.00133726
5,5,8388605,34171.735970,0.00187289
5,5,8388608,34725.585770,0.00184302
5,5,8388611,34674.046487,0.00184576
5,5,12582909,35088.178080,0.00273596
5,5,12582912,34959.677509,0.00274602
5,5,12582915,34817.292203,0.00275725
5,5,16777213,34304.479143,0.00373129
5,5,16777216,35033.854405,0.00365361
5,5,16777219,35016.547194,0.00365542
